trial,objective,precision,recall,f1,fpr,approve_threshold,block_threshold,cap,fpr_le_target,precision_ge_target,policy_pass
144,0.28877896002957604,0.22407721403417244,0.33255903987611307,0.2677472142133562,0.04175645228084706,0.38694743078666616,0.7669251684034761,0.2624547567884181,False,False,False
257,0.2882521098125497,0.22402300352895047,0.3317847464188928,0.267457283295623,0.041672223431062194,0.21344367739213888,0.7676437069254559,0.3730115238526544,False,False,False
74,0.2878672214114267,0.2243211334120425,0.3310104529616725,0.2674173117522871,0.04150376573149246,0.4364234129561183,0.7664018105723535,0.2644877166730263,False,False,False
222,0.2870465401917696,0.2260684329649847,0.32868757259001163,0.2678867239883253,0.04080185864995192,0.2005588011868493,0.7695840716481558,0.12461099740809264,False,False,False
232,0.2867217075495459,0.22685247219616775,0.32771970576848625,0.268113073085755,0.04050003860488949,0.31164917252937696,0.770240160728976,0.301274967151027,False,False,False
128,0.2860977243748092,0.2259185036740147,0.3273325590398761,0.2673306457987511,0.04066849630445921,0.203099303478949,0.7691859037468709,0.24450300689024984,False,False,False
26,0.28568938904851177,0.22844710361707915,0.3252032520325203,0.268370607028754,0.03982620780661056,0.29016433361256355,0.770477875180906,0.3265841187105488,False,False,False
12,0.28567592609072734,0.22743243243243244,0.32578397212543553,0.2678656692662741,0.04012802785167299,0.43189063775162695,0.770291329247887,0.16083875520461371,False,False,False
43,0.2846302178368669,0.22868482277268373,0.3234610917537747,0.26793874769502124,0.039559483115625155,0.3048180969752013,0.7712707123107783,0.4445276350776694,False,False,False
247,0.2846199562059813,0.22932124209947788,0.3230739450251645,0.26824172291867565,0.039369968203609204,0.43010011824001493,0.7728328855810365,0.34041487711931695,False,False,False
78,0.2844885046088674,0.22964595674335309,0.3226867982965544,0.26832997987927565,0.039250643999747314,0.4037682740546885,0.7724106211112852,0.3668367425543075,False,False,False
44,0.28428880844,0.23080127760033328,0.32171893147502906,0.2687798172555996,0.038878633246530826,0.2947631737593263,0.7723183793452546,0.40986069215756454,False,False,False
179,0.2839833814877211,0.23000276778300582,0.32171893147502906,0.26823757262750164,0.03905411001691596,0.35567283608901096,0.7739125000541558,0.4255279190295587,False,False,False
168,0.28353262129720447,0.2315229563269877,0.32017034456058846,0.2687246141348497,0.038534698776575955,0.2730845567774248,0.7739313614224426,0.41143187107185475,False,False,False
46,0.28263854721458975,0.23154787009700548,0.31881533101045295,0.2682628878573174,0.03836624107700622,0.2464415337177718,0.7744652895876003,0.18668907354300773,False,False,False
124,0.28113855066899046,0.23168485192007934,0.3164924506387921,0.26752843000899945,0.03805740196112838,0.26828913518138,0.7767819056829964,0.15339381102859967,False,False,False
260,0.28068924416029806,0.23152220173074195,0.3159117305458769,0.2672124437167417,0.03802230660705136,0.32605257541971655,0.7771751900943499,0.12141332750886855,False,False,False
49,0.2790564481640681,0.23413217138707335,0.31204026325977546,0.267529665587918,0.03701156040963297,0.322651978877968,0.7777906364584741,0.2908283020249506,False,False,False
113,0.27580711121962626,0.2360137251976727,0.3062330623306233,0.26657679669727863,0.03594466164569134,0.29208604105158603,0.780984238780532,0.2256531197346469,False,False,False
139,0.2689438373767496,0.23875215551026807,0.2948122338366241,0.2638371589432655,0.034084607879608896,0.3685382668234912,0.7845940386948258,0.35048142301101715,False,False,False
